MID,DISCIPL,COMMONNAME,PHONE,WEBURL,LONGITUDE,LATITUDE,GSTREET,GCITY,GSTATE,GZIP5
8404000219,HST,ROUTE 66 VILLAGE,9186090405,HTTP://WWW.ROUTE66VILLAGE.ORG/,-96.01515,36.10874,3770 SOUTHWEST BOULEVARD,TULSA,OK,74157
8404000223,NAT,MEDICINE PARK MUSEUM OF NATURAL SCIENCE, , ,-98.50269,34.73174,PO BOX 337,MEDICINE PARK,OK,73557
8404000238,HST,MUSEUM OF THE AMERICAN RAILROAD,2144280101, ,-96.89855,33.13848,6455 PAGE ST,FRISCO,TX,74743
8404000240,CMU,DISCIPLE DISCOVERY CENTER,9182662114, ,-95.73708,36.16718,1883 S CHEROKEE STREET,CATOOSA,OK,74015
8404000243,HST,TULSA AUTOMOTIVE MUSEUM, , ,-95.90889,36.11879,5918 E 31ST ST,TULSA,OK,74135
8404000246,BOT,OKLAHOMA CENTENNIAL BOTANICAL GARDEN,9182890330,HTTP://WWW.TULSABOTANIC.ORG/,-96.02706,36.15931,3900 TULSA BOTANIC DRIVE,TULSA,OK,74101
8404000254,SCI,SCIENCE MUSEUM OKLAHOMA,4056023760,HTTP://WWW.SCIENCEMUSEUMOKLAHOMA.COM/,-97.47622,35.52497,2100 NE 52ND ST,OKLAHOMA CIT,OK,73111
8404000257,HST,WAIMEA SUGAR MILL MUSEUM,8083352824, , , ,PLANTATION COTTAGES,WAIMEA,HI,74743
8404000268,HST,OKLAHOMA MUSEUM OF FLYING,4058081599, ,-97.55118,35.61401,14100 PARKWAY COMMONS DR,OKLAHOMA CIT,OK,73134
8404000269,HST,CLOVERFORK MUSEUM, , ,-83.1253,36.89707,203 PHILPOT LN,EVARTS,KY,74743
8404000275,HST,OKLAHOMA MUSEUM OF LABOR AND MINING,9186522625, ,-95.98968,35.43999,123 N 7TH ST,HENRYETTA,OK,74437
8404000276,ART,OKLAHOMA INSTITUTE FOR CERAMIC ARTS, , ,-96.0145,35.87217,1611 W 201ST ST S,MOUNDS,OK,74047
8404000277,HST,MUSEUM OF HOT SPRINGS,5017673461, ,-93.11695,34.51894,500 MID-AMERICA BLVD,HOT SPRINGS,AR,74743
8404000283,ART,OKLAHOMA CITY MUSEUM OF ART,4052363100, ,-97.52049,35.46952,415 COUCH DR,OKLAHOMA CIT,OK,73102
8404000291,HST,CHISHOLM TRAIL MUSEUM,4053755176, ,-97.93885,35.8485,605 ZELLERS AVE,KINGFISHER,OK,73750
8404000292,HST,PLAINS INDIANS & PIONEERS HISTORICAL FOUNDATION,5802566136,HTTP://WWW.HUGEDOMAINS.COM/DOMAIN_PROFILE.CFM?D=PIPM1&E=COM,-99.39071,36.42605,2009 WILLIAMS AVE,WOODWARD,OK,73801
8404000326,BOT,MARTIN PARK NATURE CENTER, ,HTTP://MARTINPARKOKC.ORG/,-97.60729,35.60916,5000 WEST MEMORIAL ROAD,OKLHAHOMA CITY,OK,73003
8404000334,HST,KAW CITY MUSEUM,5802692366, ,-96.8846,36.79912,910 WASHUNGA DR,KAW CITY,OK,74602
8404000348,NAT,ANADARKO BASIN MUSEUM OF NATURAL HISTORY,5802430437, ,-99.4048,35.41179,204 N MAIN ST,ELK CITY,OK,73644
8404000361,ART,PRICE TOWER ARTS CENTER,9183364949, ,-95.97667,36.74764,510 S DEWEY AVE,BARTLESVILLE,OK,74005
8404000362,HST,WILLIAM FREMONT HARN GARDENS,4052354058,HTTP://WWW.HARNHOMESTEAD.COM,-97.50378,35.48681,1721 N LINCOLN BLVD,OKLAHOMA CIT,OK,73105
8404000397,HST,FREEDOM MUSEUM,5806213533, ,-99.16855,36.82932,36544 COUNTY ROAD 100,FREEDOM,OK,73842
8404000416,HST,SAND SPRINGS CULTURAL AND HISTORICAL MUSEUM,9182462509,HTTP://WWW.SANDSPRINGSOK.ORG/INDEX.ASPX?NID=229,-96.16302,36.1299,PO BOX 637,SAND SPRINGS,OK,74063
8404000422,HST,LOVE COUNTY MILITARY MUSEUM,5802763192,HTTP://CHICKASAWCOUNTRY.COM/EXPLORE/VIEW/LOVE-COUNTYMILITARY-MUSEUM,-97.12062,33.93646,408 1/2 W CHICKASAW ST,MARIETTA,OK,73448
8404000434,SCI,MUSKOGEE ARTS & SCIENCE CENTER, ,HTTP://WWW.MUSKOGEEARTSANDSCIENCECENTER.ORG/,-95.4196,35.76139,4704 HOWARD ST,MUSKOGEE,OK,74401
8404000438,HST,PAYNE COUNTY AND CENTRAL OKLAHOMA MUSEUM ASSOCIATION, , ,-96.94424,36.08218,3918 S MEHAN RD,RIPLEY,OK,74062
8404000446,SCI,TULSA AIR AND SPACE MUSEUM, , ,-95.9044,36.18636,3624 N 74TH EAST AVE,TULSA,OK,74115
8404000449,HST,CIMARRON HERITAGE CENTER,5805443479,HTTP://WWW.CHCMUSEUMOK.COM/,-102.51322,36.73202,PO BOX 214,BOISE CITY,OK,73933
8404000461,HST,BARTLESVILLE AREA HISTORY MUSEUM,9183384290,HTTP://WWW.BARTLESVILLEHISTORY.COM,-95.97793,36.74892,401 SOUTH JOHNSTONE AVE 5TH FLOOR,BARTLESVILLE,OK,74003
8404000465,SCI,LOCOMOTIVE OPERATORS OF CENTRAL OKLAHOMA, , ,-97.01442,35.31855,36203 CLEARPOND RD,SHAWNEE,OK,74801
8404000470,SCI,STAFFORD AIR AND SPACE MUSEUM,5807741971,HTTP://STAFFORDMUSEUM.COM/,-98.67734,35.54666,3000 N LOGAN RD,WEATHERFORD,OK,73096
8404000471,BOT,LENDONWOOD GARDENS,9187862938,HTTP://WWW.LENDONWOOD.COM/,-94.78463,36.58284,1308 WEST 13TH STREET,GROVE,OK,74345
8404000472,ZAW,LITTLE RIVER ZOO,4053667229,HTTP://WWW.LITTLERIVERZOO.COM,-97.48095,35.73672,PO BOX 1724,EDMOND,OK,73083
8404000476,HST,AMERICAN BANJO MUSEUM,4056042793,HTTP://AMERICANBANJOMUSEUM.COM/,-97.51127,35.46675,9 E SHERIDAN AVE,OKLAHOMA CIT,OK,73104
8404000481,HST,MUSEUM OF THE GREAT PLAINS AUTHORITY,5805813460,HTTP://WWW.DISCOVERMGP.ORG/,-98.39842,34.61613,601 NW FERRIS AVE,LAWTON,OK,73507
8404000482,HST,WESTERN OKLAHOMA HISTORICAL CENTER,5807727283,HTTP://CITYOFWEATHERFORD.COM/?PAGE_ID=183,-98.71336,35.52592,520 W MAIN ST,WEATHERFORD,OK,73096
8404000484,HST,KENTON MUSEUM,5802617479, ,-102.90582,36.85193,100 E MAIN,KENTON,OK,73946
8404000489,HST,TEMPLE MUSEUM ASSOCIATION, , ,-98.23565,34.27152,PO BOX 234,TEMPLE,OK,73568
8404000494,ZAW,TULSA ZOO,9186696600,HTTP://WWW.TULSAZOO.ORG,-95.90663,36.20611,6421 E 36TH ST N,TULSA,OK,74115
8404000498,HST,OKLAHOMA HISTORY CENTER,4055220765, ,-97.49653,35.49839,800 NAZIH ZUHDI DR,OKLAHOMA CIT,OK,73105
8404000506,CMU,OKLAHOMA WONDERTORIUM,4055333333,HTTP://OKWONDERTORIUM.ORG/,-97.06113,36.1317,308 WEST FRANKLIN LANE,STILLWATER,OK,74076
8404000512,CMU,BRIGHTER DAYS CHILDREN'S MUSEUM, , ,-97.48811,35.62331,LOCAL,EDMOND,OK,73013
8404000522,HST,GREATER SOUTHWEST HISTORICAL MUSEUM,5802263857,HTTP://GSHM.ORG,-97.15177,34.17559,35 SUNSET DR SW,ARDMORE,OK,73401
8404000530,NAT,BRAZOS VALLEY MUSEUM OF NATURAL SCIENCE, , , , , ,HUGO,OK,74743
8404000553,HST,VINTAGE VEHICLE MUSEUM,7328990012, ,-74.05169,40.06871,1800 BAY AVE,POINT PLEASANT,NJ,74743
8404000555,CMU,WHIDBEY ISLAND CHILDREN'S MUSEUM, , , , ,603 W JACKSON,WHIDBEY ISLAND,WA,98278
8404000562,ART,PHILBROOK MUSEUM OF ART,9187485318,HTTP://WWW.NPS.GOV/FOCA/INDEX.HTM,-95.97071,36.12495,2727 SOUTH ROCKFORD ROAD,TULSA,OK,74114
8404100016,BOT,SUNRIVER NATURE CENTER,5415934394,HTTP://WWW.SUNRIVERNATURECENTER.ORG/,-121.4728,43.82618,57245 RIVER RD,SUNRIVER,OR,97707
8404100030,NAT,PACIFIC NORTHWEST MUSEUM OF NATURAL HISTORY,5414881084,HTTP://WWW.AMNH.ORG,-122.69086,42.19481,1500 EAST MAIN STREET,ASHLAND,OR,97520
8404100031,ART,NORTHWEST FILM CENTER SCHOOL,5032262811, ,-122.67929,45.52667,1219 SW PARK AVENUE,PORTLAND,OR,97205
8404100039,ZAW,OREGON ZOO,5032202450, ,-122.71905,45.50699,4001 SW CANYON ROAD,PORTLAND,OR,97221
8404100047,HST,OREGON TRAIL INTERPRETIVE CENTER,5415231843, ,-117.83137,44.78659,3030 GRANDVIEW DR,BAKER CITY,OR,97814
8404100056,ART,MAUDE KERNS ART CENTER,5033451571,HTTP://WWW.MKARTCENTER.ORG/,-123.06467,44.0432,1910 E 15TH AVE,EUGENE,OR,97403
8404100061,HST,MISSION MILL MUSEUM,5035857012,HTTP://WWW.WILLAMETTEHERITAGE.ORG,-123.028,44.93409,1313 MILL ST SE,SALEM,OR,97301
8404100068,NAT,KERBYVILLE MUSEUM,5415925252, ,-123.65117,42.19844,24195 REDWOOD HWY,KERBY,OR,97531
8404100088,HST,CAPE BLANCO,5413322207,HTTP://WWW.LIGHTHOUSEFRIENDS.COM/LIGHT.ASP?ID=125,-124.49047,42.75373,CAPE BLANCO ROAD,PORT ORFORD,OR,97465
8404100101,ART,CONTEMPORARY CRAFTS MUSEUM AND GALLERY,5032232654,HTTP://WWW.CONTEMPORARYCRAFTS.ORG/,-122.67783,45.52436,724 NW DAVIS ST,PORTLAND,OR,97209
8404100124,HST,COLUMBIA COUNTY MUSEUM ASSOCIATION,9712253971, ,-122.80877,45.88985,PO BOX 172,COLUMBIA CIT,OR,97018
8404100126,ART,FAVELL MUSEUM,5418829996,HTTP://WWW.FAVELLMUSEUM.ORG,-121.79071,42.21935,125 W MAIN ST,KLAMATH FALL,OR,97601
8404100135,HST,OREGON JOHN DEERE MUSEUM FOUNDATION,5033932424,HTTP://WWW.ANTIQUEPOWERLAND.COM,-122.34491,45.42473,3995 BROOKLAKE RD NE,BROOKS,OR,97009
8404100137,SCI,FRANK SHRIVES MEMORIAL ELECTRIC MUSEUM, , ,-122.6657,45.42397,745 3RD ST,LAKE OSWEGO,OR,97034
8404100138,BOT,RUSK RANCH NATURE CENTER,5412872164, ,-123.65836,42.14246,27746 REDWOOD HWY,CAVE JUNCTION,OR,97523
8404100141,SCI,BOHEMIA GOLD MINING MUSEUM,5419425022, ,-123.06646,43.80909,PO BOX 1658,COTTAGE GROV,OR,97424
8404100142,HST,SISKIYOU SMOKEJUMPER BASE MUSEUM, , ,-123.70961,42.09631,412 AIRPORT DR,CAVE JUNCTIO,OR,97523
8404100162,BOT,TRYON CREEK PARK,5036364398,HTTP://WWW.TRYONFRIENDS.ORG/,-122.67742,45.44823,11321 SW TERWILLIGER BLV,PORTLAND,OR,97219
8404100174,BOT,MOUNT PISGAH ARBORETUM,5417414110,HTTP://WWW.MOUNTPISGAHARBORETUM.COM/,-122.98178,44.00879,34901 FRANK PARRISH RD,EUGENE,OR,97405
8404100185,HST,ASHLAND HISTORIC RAILROAD MUSEUM,5414827245,HTTP://WWW.ASHLANDRRMUSEUM.ORG,-122.71014,42.19036,406 IOWA ST,ASHLAND,OR,97520
8404100193,NAT,OREGON NATURAL HISTORY COALITION, , ,-122.67923,45.52738,PO BOX 5151,PORTLAND,OR,97208
8404100198,BOT,ROGERSON CLEMATIS COLLECTION,9717774394,HTTP://ROGERSONCLEMATISCOLLECTION.ORG/,-122.68773,45.39245,125 ROSEMONT RD,WEST LINN,OR,97034
8404100200,SCI,VINTAGETEK ORG,5036440161,HTTP://WWW.VINTAGETEK.ORG,-122.72343,45.48571,4620A SW BEAVERTON-HILLS,PORTLAND,OR,97221
8404100235,HST,PACIFIC NORTHWEST LOGGING MUSEUM,5034638701,HTTP://WWW.PACIFICNWTRUCKMUSEUM.ORG,-122.97844,45.04966,3995 BROOKLAKE RD NE,SALEM,OR,97303
8404100248,ART,HEART GALLERY OF OREGON, , ,-122.67923,45.52738,PO BOX 5125,PORTLAND,OR,97208
8404100251,ART,MUSEUM OF PEOPLES ART-LABOR LIFE & LANDSCAPE OF THE PACIFIC,5033772782, ,-123.88323,45.52501,5TH STREET & HIGHWAY 101,BAY CITY,OR,97107
8404100277,HST,CRACKER CREEK MUSEUM OF MINING, , ,-117.85114,44.78133,2465 18TH ST,BAKER CITY,OR,97877
8404100299,ART,YAQUINA RIVER MUSEUM OF ART,5413361907, ,-123.93609,44.62084,151 NE ALDER ST,TOLEDO,OR,97365
8404100302,BOT,LORD AND SCHRYVER CONSERVANCY,5038380527,http://www.lordandschryverconservancy.org/,-123.04013,44.93692,PO BOX 2755,SALEM,OR,97308
8404100326,ART,PORTLAND ART MUSEUM,5032262811,HTTP://PORTLANDARTMUSEUM.ORG/,-122.67929,45.52667,1219 SW PARK AVE,PORTLAND,OR,97205
8404100338,ART,UMPQUA VALLEY ARTS ASSOCIATION,5416722532,HTTP://UVARTS.COM/,-123.36774,43.21349,1624 W HARVARD AVE,ROSEBURG,OR,97471
8404100342,HST,MUSEUM AT WARM SPRINGS,5415533331, ,-121.30239,44.76281,2189 U S 26,WARM SPRINGS,OR,97761
8404100352,BOT,BERRY BOTANIC GARDEN,5036364112,HTTP://WWW.BERRYBOT.ORG,-122.6613,45.44201,11505 SW SUMMERVILLE AVE,PORTLAND,OR,97219
8404100353,CMU,WONDER WORKS - A CHILDREN'S MUSEUM,5419805922,HTTP://WWW.WONDERWORKSCHILDRENSMUSEUM.ORG/,-121.17643,45.59954,206 MADISON STREET,THE DALLES,OR,97058
8404100360,HST,MARSHFIELD SUN PRINTING MUSEUM,5412660901, ,-124.21176,43.37427,1049 N FRONT ST,COOS BAY,OR,97420
8404100371,ART,GRANTS PASS MUSEUM OF ART,5414793290,HTTP://WWW.GPMUSEUM.COM/,-123.32936,42.43952,229 SW G ST,GRANTS PASS,OR,97528
8404100381,HST,ALBANY REGIONAL MUSEUM CORPORATION,5419677122, ,-123.10489,44.6369,136 LYON ST S,ALBANY,OR,97321
8404100383,HST,OREGON MARITIME MUSEUM,5032247724,HTTP://WWW.OREGONMARITIMEMUSEUM.ORG/,-122.67142,45.52181,115 SOUTHWEST ASH STREET #400C,PORTLAND,OR,97204
8404100388,ART,INTERNATIONAL MUSEUM OF CAROUSEL ART,5413874622, ,-121.51439,45.70966,PO BOX 797,HOOD RIVER,OR,97031
8404100390,HST,SPRINGFIELD MUSEUM,5417262300, ,-123.01842,44.04627,590 MAIN ST,SPRINGFIELD,OR,97477
8404100391,BOT,LEACH BOTANICAL GARDEN,5038239503,HTTP://WWW.LEACHGARDEN.ORG,-122.53674,45.47446,6704 SE 122ND AVE,PORTLAND,OR,97290
8404100396,BOT,DELBERT HUNTER ARBORETUM AND BOTANIC GARDEN,5036237359,HTTP://WWW.DELBERTHUNTERARBORETUM.ORG/,-123.32566,44.92424,631 SW PARK STREET,DALLAS,OR,97338
8404100405,NAT,NORTHWEST MUSEUM OF NATURAL HISTORY ASSOCIATION, , ,-122.67722,45.51426,PO BOX 1493,PORTLAND,OR,97207
8404100406,ZAW,OREGON COAST AQUARIUM, ,HTTP://AQUARIUM.ORG/,-124.05239,44.61825,2820 SE FERRY SLIP RD,NEWPORT,OR,97365
8404100415,NAT,CRATER ROCK MUSEUM,5416646081,HTTP://CRATERROCK.COM,-122.91264,42.37668,PO BOX 3999,CENTRAL POIN,OR,97502
8404100416,ART,NEW ZONE GALLERY,5416830759, ,-123.13667,44.05065,PO BOX 21015,EUGENE,OR,97402
8404100422,HST,GARIBALDI MUSEUM,5033228411,HTTP://GARIBALDIMUSEUM.ORG/,-123.91418,45.55931,112 GARIBALDI AVE,GARIBALDI,OR,97118
8404100423,CMU,GILBERT HOUSE CHILDREN'S MUSEUM,5033713631, ,-123.04059,44.94526,116 MARION ST NE,SALEM,OR,97301
8404100435,HST,PACIFIC NORTHWEST TRUCK MUSEUM,5034638701,HTTP://WWW.PACIFICNWTRUCKMUSEUM.ORG/,-122.97844,45.04966,3995 BROOKLAKE RD NE,SALEM,OR,97305
8404100438,HST,LEBANON MUSEUM,5412586100, ,-122.90612,44.52231,2345 S SANTIAM HWY,LEBANON,OR,97355
8404100443,SCI,ALSEA BAY BRIDGE INTERPRETIVE CENTER,5415632002,HTTP://WWW.OREGONSTATEPARKS.ORG/INDEX.CFM?DO=PARKPAGE.DSP_PARKPAGE&PARKID=143,-124.06243,44.42318,620 NW SPRING STREET,WALDPORT,OR,97394
8404100444,SCI,EVERGREEN AVIATION & SPACE MUSEUM,5034344180, ,-123.20803,45.21118,490 CPT MICHAEL SMITH WY,MCMINNVILLE,OR,97128
8404100451,HST,OREGON FIRE SERVICE MUSEUM, ,HTTP://OREGONFIRESERVICEMUSEUM.ORG,-123.02526,44.93768,1284 COURT ST NE,SALEM,OR,97301
8404100455,HST,UMATILLA MUSEUM AND HISTORICAL FOUNDATION,5419220209,HTTP://WWW.HERITAGESTATIONMUSEUM.ORG/,-119.32941,45.91456,PO BOX 975,UMATILLA,OR,97882
8404100464,BOT,CORVALLIS ENVIRONMENTAL CENTER, ,HTTP://WWW.CORVALLISENVIRONMENTALCENTER.ORG/,-123.26123,44.56116,PO BOX 2189,CORVALLIS,OR,97339
8404100469,BOT,CONNIE HANSEN GARDEN CONSERVANCY,5419946338, ,-124.0069,44.98908,1931 NW 33RD ST,LINCOLN CITY,OR,97367
8404100479,CMU,THINK LINK DISCOVERY MUSEUM FOR CHILDREN & ADULTS, ,HTTP://THINKLINKDISCOVERYCENTER.ORG/,-117.86143,45.20876,PO BOX 516,UNION,OR,97883
8404100481,CMU,CHILDREN'S MUSEUM OF EASTERN OREGON, ,HTTP://CMEO.ORG/,-118.78466,45.67038,PO BOX 1723,PENDLETON,OR,97801
8404100487,SCI,CHILDREN'S SCIENTERRIFIC WORKSHOP,5415354861, ,-122.76642,42.23448,588 PHEASANT RUN DR,TALENT,OR,97540
8404100489,NAT,RICE NORTHWEST MUSEUM OF ROCKS AND MINERALS,5036472418,HTTP://RICENORTHWESTMUSEUM.ORG/,-122.94971,45.57333,26385 NW GROVELAND DR,HILLSBORO,OR,97124
8404100497,CMU,CHILDREN'S MUSEUM OF KLAMATH FALLS,5418852995,HTTP://WWW.CMKF.ORG,-121.76507,42.22229,711 E MAIN ST,KLAMATH FALL,OR,97601
8404100500,HST,MT HOOD CULTURAL CENTER AND MUSEUM,5032723301,HTTP://WWW.MTHOODMUSEUM.ORG/,-121.75519,45.29776,88900 GOVERNMENT CAMP LOOP,GOVERNMENT CP,OR,97028
8404100504,BOT,PACIFICA-A GARDEN IN THE SISKIYOUS,5418461100,HTTP://PACIFICAGARDEN.ORG/,-123.27981,42.22957,PO BOX 1,WILLIAMS,OR,97544
8404100506,CMU,ROGUE VALLEY CHILDREN'S DISCOVERY MUSEUM,5417729922,HTTP://WWW.SOHS.ORG,-122.87301,42.3275,106 N CENTRAL AVE,MEDFORD,OR,97501
8404100507,HST,ANTIQUE CATERPILLAR MACHINERY MUSEUM, ,HTTP://ANTIQUECATERPILLARMUSEUM.ORG/,-122.67923,45.52738,3995 BROOKLAKE ROAD,BROOKS,OR,97208
8404100518,CMU,PORTLAND CHILDREN'S MUSEUM,5032236500,HTTP://WWW.PORTLANDCM.ORG,-122.72218,45.51426,4015 SW CANYON RD,PORTLAND,OR,97221
8404100525,HST,MUSEUM OF THE PEACE CORPS EXPERIENCE,5036999833, ,-122.5841,45.32871,P O BOX 2427,OREGON CITY,OR,97045
8404100528,BOT,PORTLAND CLASSICAL CHINESE GARDEN, ,http://www.lansugarden.org/visit/,-122.68435,45.5278,1 PACIFIC SQUARE 220NW 2,PORTLAND,OR,97209
8404100530,SCI,DC-3 AVIATION MUSEUM, , ,-123.28736,44.59337,3301 NW WALNUT BLVD,CORVALLIS,OR,97330
8404100544,CMU,WORKING WONDERS CHILDREN'S MUSEUM, , ,-121.3151,44.0074,20137 STONEGATE DR,BEND,OR,97702
8404100562,HST,WILLAMETTE HERITAGE CENTER, , ,-123.028,44.93409,1313 MILL ST SE STE 200,SALEM,OR,97301
8404100566,ART,VILLAGE GALLERY OF ARTS,5036448001,HTTP://VILLAGEGALLERYARTS.ORG,-122.80533,45.52577,12505 NW CORNELL ROAD,PORTLAND,OR,97229
8404100568,BOT,WORLD FORESTRY CENTER DISCOVERY MUSEUM,5032281367,HTTP://WWW.WORLDFORESTRY.ORG,-122.72261,45.51413,4033 SW CANYON RD,PORTLAND,OR,97221
8404100570,ART,COOS ART MUSEUM,5412673901,HTTP://WWW.COOSART.ORG,-124.21511,43.36713,235 ANDERSON AVE,COOS BAY,OR,97420
8404100574,HST,TILLAMOOK COUNTY PIONEER MUSEUM,5038424553,HTTP://WWW.TCPM.ORG,-123.84213,45.45716,2106 2ND ST,TILLAMOOK,OR,97141
8404100579,HST,NORTH LINCOLN COUNTY HISTORICAL MUSEUM,5419966698,HTTP://WWW.NORTHLINCOLNCOUNTYHISTORICALMUSEUM.ORG/,-124.01571,44.92881,4907 SW HIGHWAY 101,LINCOLN CITY,OR,97367
8404100584,ART,OREGON JEWISH MUSEUM,5032263600,HTTP://WWW.OJMCHE.ORG/,-122.69101,45.5293,1953 NW KEARNEY ST,PORTLAND,OR,97209
8404100594,HST,HUTSON MUSEUM,5413526806, ,-121.59485,45.51951,4967 BASELINE DR,PARKDALE,OR,97041
8404100602,BOT,CASCADES RAPTOR CENTER,5414851320,HTTP://WWW.ERAPTORS.ORG,-123.0776,43.9869,32275 FOX HOLLOW ROAD,EUGENE,OR,97405
8404100604,BOT,WARNER PARK NATURE CENTER,5039860749,HTTP://WWW.NASHVILLE.GOV/PARKS-AND-RECREATION/NATURE-CENTERS-AND-NATURAL-AREAS/WARNER-PARK-NATURE-CENTER.ASPX,-123.02711,44.9452,725 SUMMER STREET NE SUITE C,SALEM,OR,97301
8404200038,BOT,SILVER LAKE NATURE CENTER,2157851177,HTTP://WWW.SILVERLAKENATURECENTER.ORG/,-74.86362,40.11312,1306 BATH ROAD,BRISTOL,PA,19007
8404200042,HST,SAYLOR PARK CEMENT INDUSTRY MUSEUM,6104354664,https://www.lehighcounty.org/Departments/Parks-And-Recreation/Our-Parks/Saylor-Park,-75.4886,40.66895,245 S 2ND ST,COPLAY,PA,18037
8404200049,ZAW,TREXLER GAME PRESERVE,6107994171,HTTPS://WWW.LEHIGHCOUNTY.ORG/DEPARTMENTS/PARKSANDRECREATION/TREXLERPRESERVE/TABID/462/DEFAULT.ASPX,-75.47164,40.60337,33 S 7TH ST STE 205,ALLENTOWN,PA,18101
8404200056,BOT,TAYLOR MEMORIAL ARBORETUM,6108762649,HTTP://TAYLORARBORETUM.ORG/,-79.99456,40.44427,PO BOX 185,PITTSBURGH,PA,15230
8404200058,HST,TIOGA POINT MUSEUM,7178887225, ,-76.57009,41.93018,PO BOX 143,ATHENS,PA,18810
8404200061,HST,SWIGART AUTO MUSEUM,8146430885,HTTP://SWIGARTMUSEUM.COM,-78.01226,40.48485,510 PENN STREET,HUNTINGDON,PA,16652
8404200070,HST,OLD MILL VILLAGE LIVING MUSEUM,5704998776,HTTP://WWW.OLDMILLVILLAGE.ORG/,-75.71491,41.85156,PO BOX 434,NEW MILFORD,PA,18834
8404200072,ART,OLD CITY JEWISH ARTS CENTER,2159231222,HTTP://WWW.JEWISHARTCENTER.COM/CGI-SYS/SUSPENDEDPAGE.CGI,-75.14503,39.95267,119 N 3RD ST,PHILADELPHIA,PA,19106
8404200075,SCI,PENN BRAD OIL MUSEUM,8143621955,HTTP://WWW.PENNBRADOILMUSEUM.COM,-78.65185,41.9058,901 SOUTH AVE,CUSTER CITY,PA,16725
8404200090,HST,RACHEL CARSON HOMESTEAD,7242745459,HTTP://RACHEL_CARSON_HOMESTEAD.MYUPSITE.COM/,-79.78241,40.54356,PO BOX 46,SPRINGDALE,PA,15144
8404200093,BOT,PEACE VALLEY NATURE CENTER,2153457860, ,-75.17437,40.34209,166 CHAPMAN ROAD,DOYLESTOWN,PA,18901
8404200097,ART,READING PUBLIC MUSEUM & ART GALLERY,6103715850,HTTP://WWW.READINGPUBLICMUSEUM.ORG,-75.94934,40.32776,500 MUSEUM RD,READING,PA,19611
8404200115,BOT,NIMICK NATURE CENTER,7245936105, ,-79.2452,40.18837,1847 STATE ROUTE 381 RD,RECTOR,PA,15677
8404200139,BOT,HUNT BOTANICAL LIBRARY,4122682436, ,-79.94304,40.44454,5000 FORBES AVE,PITTSBURGH,PA,15213
8404200151,SCI,LANCASTER SCIENCE FACTORY,7175096363,HTTP://WWW.LANCASTERSCIENCEFACTORY.ORG,-76.29665,40.04718,454 NEW HOLLAND AVE,LANCASTER,PA,17602
8404200158,HST,LANCASTER CULTURAL HISTORY MUSEUM,7172996440, ,-76.30624,40.03788,7 W KING ST,LANCASTER,PA,17603
8404200167,ZAW,INSECTARIUM,2153359500,HTTP://INSECTARIUMINSTITUTE.COM/,-75.02717,40.04221,8046 FRANKFORD AVE,PHILADELPHIA,PA,19136
8404200168,HST,JOHNSON-SHAW STEREOSCOPIC,8143334326,HTTP://WWW.JOHNSONSHAWMUSEUM.ORG,-80.14354,41.65669,213 WOOD ST,MEADVILLE,PA,16335
8404200184,HST,GRAEME PARK,2153430965,HTTP://WWW.GRAEMEPARK.ORG,-75.15208,40.21951,859 COUNTY LINE RD,HORSHAM,PA,19044
8404200190,HST,FORT PITT MUSEUM,4122819284,HTTP://WWW.HEINZHISTORYCENTER.ORG/FORT-PITT/,-79.99565,40.44482,601 COMMONWEALTH PLACE,PITTSBURGH,PA,15222
8404200193,HST,GETTYSBURG MUSEUM OF HISTORY,7173372035,HTTP://WWW.GETTYSBURGMUSEUMOFHISTORY.COM,-77.22149,39.81205,1195 BALTIMORE PIKE,GETTYSBURG,PA,17325
8404200194,HST,GLEN FOERD ON THE DELAWARE,2156325330,HTTP://WWW.GLENFOERD.ORG,-74.98141,40.05178,5001 GRANT AVE,PHILADELPHIA,PA,19114
8404200203,HST,FORT LIGONIER MUSEUM,7242389701,HTTP://FORTLIGONIER.ORG/,-79.23783,40.24084,200 S MARKET ST,LIGONIER,PA,15658
8404200217,BOT,CHURCHVILLE NATURE CENTER,2153574005,HTTP://WWW.CHURCHVILLENATURECENTER.ORG,-74.99292,40.186,501 CHURCHVILLE LN,CHURCHVILLE,PA,18966
8404200220,CMU,CHILDREN'S MUSEUM OF PITTSBURGH,4123225058,HTTPS://PITTSBURGHKIDS.ORG/,-80.00707,40.45258,10 CHILDRENS WAY,PITTSBURGH,PA,15212
8404200223,SCI,DISCOVERY CENTER OF SCIENCE AND TECHNOLOGY,6108655010, ,-76.15562,43.04749,500 SOUTH FRANKLIN ST,SYRACUSE,NY,13202
8404200248,ART,BELLEFONTE MUSEUM,8143554280,HTTP://BELLEFONTEMUSEUM.ORG,-77.77826,40.91278,133 N ALLEGHENY ST,BELLEFONTE,PA,16823
8404200270,HST,ARMY HERITAGE MUSEUM,7172581102,HTTPS://WWW.ARMYHERITAGE.ORG,-77.19128,40.21173,PO BOX 839,CARLISLE,PA,17013
8404200277,ZAW,BOWMAN'S HILL WILDFLOWER PRESERVE,2158622924,HTTP://WWW.BHWP.ORG/,-74.94037,40.33368,1635 RIVER ROAD,NEW HOPE,PA,18938
8404200278,HST,BATTLEFIELD MILITARY MUSEUM,7173381243,HTTP://WWW.GETTYSBURGFOUNDATION.ORG/,-77.22149,39.81205,1195 BALTIMORE PIKE,GETTYSBURG,PA,17325
