MID,DISCIPLINE,COMMONNAME,PHONE,WEBURL,LONGITUDE,LATITUDE,GSTREET,GCITY,GSTATE,GZIP5
8402900034,GMU,MID-AMERICA AQUACENTER,3146477874, ,-90.51804,38.62934,930 TOWN AND COUNTRY COMMONS,CHESTERFIELD,MO,63017
8402900035,GMU,MOTO MUSEUM,3144461805,HTTP://WWW.THEMOTOMUSEUM.COM,-90.22941,38.63705,3441 OLIVE ST,SAINT LOUIS,MO,63103
8402900037,GMU,MUSEUM OF MISSOURI MILITARY HISTORY,5736389603, ,-92.17604,38.40386,2007 RETENTION DR,JEFFERSON CITY,MO,65101
8402900038,GMU,MUSEUM OF TRANSPORTATION,3146158668,HTTP://TRANSPORTMUSEUMASSOCIATION.ORG/,-90.45974,38.57202,3015 BARRETT STATION RD,SAINT LOUIS,MO,63122
8402900039,GMU,MUSEUM OF TRANSPORTATION AT UNION STATION,3146215035, ,-90.20771,38.6298,1800 MARKET ST,SAINT LOUIS,MO,63103
8402900042,GMU,MOLLY BROWN BIRTHPLACE AND MUSEUM,5732212100, ,-91.36444,39.71265,600 BUTLER ST,HANNIBAL,MO,63401
8402900043,GMU,MARAMEC AGRICULTURE MUSEUM,5732653837, ,-91.6189,37.99824,320 S BOURBEUSE ST,SAINT JAMES,MO,65559
8402900044,GMU,MONEY MUSEUM,8168812683,HTTPS://WWW.KANSASCITYFED.ORG/MONEYMUSEUM,-94.58227,39.10183,1 MEMORIAL DR,KANSAS CITY,MO,64198
8402900047,GMU,LUTHERAN HERITAGE CENTER AND MUSEUM,5738246070,HTTP://WWW.ALTENBURGMUSEUM.ORG,-89.60573,37.59574,75 CHURCH ST,ALTENBURG,MO,63732
8402900050,GMU,KANSAS CITY MUSEUM,8165130720,HTTP://KANSASCITYMUSEUM.ORG,-94.54303,39.11543,3218 GLADSTONE BLVD,KANSAS CITY,MO,64123
8402900051,GMU,LONE JACK BATTLEFIELD MUSEUM,8166978833,HTTP://WWW.HISTORICLONEJACK.ORG,-94.17362,38.86614,301 S BYNUM RD,LONE JACK,MO,64070
8402900052,GMU,JESSE JAMES FARM AND MUSEUM,8166286065, ,-94.32102,39.38988,21216 JESSE JAMES FARM ROAD,KEARNEY,MO,64060
8402900053,GMU,LACLEDE'S LANDING DEVELOPMENT,3142411155,HTTP://LACLEDESLANDING.COM/,-90.19077,38.6301,505 N 7TH ST STE 2405,SAINT LOUIS,MO,63101
8402900055,GMU,JAMES S MC DONNELL PROLOUGE,3142326896, ,-90.33026,38.74985,100 AIRPORT WAY,BERKELEY,MO,63134
8402900056,GMU,KANSAS CITY FIRE MUSEUM,8164740200, ,-94.57495,39.10448,1019 CHERRY ST,KANSAS CITY,MO,64106
8402900058,GMU,LEILA'S HAIR MUSEUM,8168332955,HTTP://WWW.HAIRWORK.COM,-94.41386,39.07717,1333 S NOLAND RD,INDEPENDENCE,MO,64055
8402900060,GMU,HOLOCAUST MUSEUM AND LEARNING CENTER,3144320020, ,-90.40829,38.68579,12 MILLSTONE CAMPUS DR,SAINT LOUIS,MO,63146
8402900061,GMU,JONES MEMORIAL CHAPEL AND MUSEUM,4174663446, ,-93.80895,37.11369,11110 LAWRENCE 1137,MOUNT VERNON,MO,65712
8402900064,GMU,JEFFERSON BARRACKS POWDER MAGAZINE MUSEUM,3145444154, ,-90.29925,38.52081,400 BAGBY ST,SAINT LOUIS,MO,63125
8402900066,GMU,JOPLIN MUSEUM COMPLEX,4176231180,HTTP://WWW.JOPLINMUSEUM.ORG,-94.54896,37.08724,504 S SCHIFFERDECKER AVE,JOPLIN,MO,64801
8402900068,GMU,GRANBY MINERS MUSEUM,4174723014, ,-94.2551,36.91724,218 N MAIN ST,GRANBY,MO,64844
8402900069,GMU,HENRY COUNTY MUSEUM,6608858414,HTTP://HENRYCOUNTYMOMUSEUM.ORG,-93.77826,38.37088,203 WEST FRANKLIN,CLINTON,MO,64735
8402900073,GMU,GENERAL SWEENY'S MUSEUM,4177321224, ,-93.45226,37.10645,5228 S STATE HWY,REPUBLIC,MO,65738
8402900074,GMU,GONE WITH WIND: A BOOK AND FILM MUSEUM,6604292872,HTTP://WWW.GWTWBRANSON.COM/,-93.21583,36.6442,109 E MAIN ST,BRANSON,MO,65616
8402900075,GMU,GRANDVIEW DEPOT MUSEUM,8167610414, ,-94.53183,38.8909,1205 JONES AVE,GRANDVIEW,MO,64030
8402900077,GMU,FLAT CREEK TRADING POST,4175380006, ,-93.52006,36.74388,6667 MISSOURI 173,CAPE FAIR,MO,65624
8402900079,GMU,HARLIN MUSEUM OF WEST PLAINS,4172567801, ,-91.86496,36.71905,PO BOX 444,WEST PLAINS,MO,65775
8402900080,GMU,FIRST DUE FIRE MUSEUM,3142275911,HTTP://WWW.FIRSTDUEFIREMUSEUM.COM,-90.40853,38.79306,5555 SAINT LOUIS MILLS BLVD,HAZELWOOD,MO,63042
8402900081,GMU,EPPS-HOUTS MUSEUM,5737852734, ,-90.55821,36.76681,1540 COUNTY ROAD 451,POPLAR BLUFF,MO,63901
8402900084,GMU,DIERBERG OPERATING FOUNDATION,3148544664, ,-90.3832,38.77288,600 JAMES S MCDONNELL BLVD,HAZELWOOD,MO,63042
8402900086,GMU,DAY LARK JONAS MUSEUM,5737752505, ,-91.35984,37.96688,219 W MAIN ST,STEELVILLE,MO,65565
8402900087,GMU,DR MICHAEL J CLARKE MUSEUM,4178831636,HTTP://WWW.SPRINGFIELDMO.ORG,-93.22321,37.18256,1616 S EASTGATE AVE,SPRINGFIELD,MO,65809
8402900088,GMU,DOLL MUSEUM,8162331420, ,-94.84532,39.75706,1115 S 12TH ST,SAINT JOSEPH,MO,64503
8402900092,GMU,ELLSINORE PIONEER MUSEUM,5733220102, ,-90.7469,36.93183,11 S HERREN AVE,ELLSINORE,MO,63937
8402900095,GMU,CHESS CLUB AND SCHOLASTIC CENTER OF SAINT LOUIS,3144545778,HTTP://SAINTLOUISCHESSCLUB.ORG/,-90.25872,38.64423,4657 MARYLAND AVE,SAINT LOUIS,MO,63108
8402900096,GMU,CONCORDIA AREA MUSEUM,6604632105, ,-93.5696,38.98013,802 S GORDON ST,CONCORDIA,MO,64020
8402900097,GMU,ELVIS IS ALIVE MUSEUM,6367453107, ,-91.02812,38.83008,419 WARREN AVE,WRIGHT CITY,MO,63390
8402900098,GMU,CHAMP CLARK HONEY SHUCK,5733246707,HTTP://WWW.CHAMPCLARK.ORG,-91.18941,39.34096,207 E CHAMP CLARK DR,BOWLING GREEN,MO,63334
8402900099,GMU,CENTRAL INSTITUTE FOR THE DEAF MUSEUM,3149770268, ,-90.2635,38.6329,818 SOUTH EUCLID,ST LOUIS,MO,63110
8402900101,GMU,CRAFT ALLIANCE EDUCATION CENTER,3147251177,HTTP://WWW.CRAFTALLIANCE.ORG/,-90.3056,38.65593,6640 DELMAR BLVD,UNIVERSITY C,MO,63130
8402900103,GMU,DOLL MUSEUM AND UFDC HEADQUARTERS,8168917040,HTTP://UFDC.ORG/,-94.67189,39.29632,10900 N POMONA AVE,KANSAS CITY,MO,64153
8402900106,GMU,BONNELL MUSEUM,8163865587,HTTP://WESTONMO.COM,-94.84008,39.46875,20755 LAMAR RD,WESTON,MO,64098
8402900108,GMU,BELTON MUSEUM,8163223977,HTTP://WWW.MUSEUMSUSA.ORG,-82.49828,34.52607,100 N MAIN ST,BELTON,SC,29627
8402900110,GMU,ARABIA STEAMBOAT MUSEUM,8164714030,HTTP://1856.COM/,-94.58084,39.10969,400 GRAND BLVD,KANSAS CITY,MO,64106
8402900113,GMU,BUSHWACKER WILD LIFE AREA,4179223227, ,-94.50808,37.69597,1 YOUNGER RD,BRONAUGH,MO,64728
8402900114,GMU,ANTIQUE COWBOY WESTERN HERO,4177660433, ,-93.29175,37.22966,219 E COMMERCIAL ST,SPRINGFIELD,MO,65803
8402900115,GMU,CAVE SPRING INTERPRETIVE CENTER,8165479679,HTTP://CAVESPRING.ORG/,-94.48328,38.99509,8701 E GREGORY BLVD,KANSAS CITY,MO,64133
8402900117,GMU,CAMPBELL HOUSE MUSEUM,3144210325, ,-90.20174,38.63152,1508 LOCUST STREET,ST LOUIS,MO,63103
8402900118,GMU,ALICE'S TEA ROOM AND MINIATURES,6369460505, ,-90.48241,38.7794,329 S MAIN ST,SAINT CHARLES,MO,63301
8402900121,GMU,BENTON COUNTY MUSEUM,6604382304,HTTP://BENTONCOMOMUSEUM.COM/,-93.35837,38.25089,700 BENTON ST,WARSAW,MO,65355
8402900123,GMU,CARA AND CABEZAS CONTEMPORARY,8163326239,HTTP://WWW.CARAANDCABEZAS.COM,-94.57549,39.09293,1714 HOLMES ST,KANSAS CITY,MO,64108
8402900125,GMU,1859 JAIL MARSHAL'S HOME & MUSEUM,8162521892,HTTP://JCHS.ORG/1859-OLD-JAIL,-94.41558,39.09298,217 NORTH MAIN,INDEPENDENCE,MO,64051
8402900129,GMU,NATIONAL MUSEUM OF GREATER KANSAS CITY AREA,2027835000,HTTP://NMWA.ORG/,-77.02883,38.90038,1250 NEW YORK AVE NW,WASHINGTON,DC,64113
8402900130,GMU,GATEWAY TO PEACE MUSEUM,3143855161,HTTP://WWW.GATEWAYTOPEACE.COM,-90.31609,38.70778,8312 NATURAL BRIDGE RD,SAINT LOUIS,MO,63121
8402900131,GMU,FRENCHTOWN HERITAGE MUSEUM,6369473665,HTTP://WWW.HISTORICFRENCHTOWN.COM/INDEX.HTML,-90.48046,38.79099,1121 N 4TH,SAINT CHARLE,MO,63301
8402900134,GMU,MISSOURI STATE MUSEUM,5737512854,HTTP://MOSTATEPARKS.COM/PARK/MISSOURI-STATE-MUSEUM,-92.15645,38.52898,201 W CAPITOL AVE CAPITOL BUILDING ROOM B-2,JEFFERSON CITY,MO,65101
8402900141,GMU,GARY R LUCY RIVER HERITAGE MUSEUM,6362396337,HTTP://WWW.GARYLUCY.COM,-91.01245,38.56045,231 W MAIN ST,WASHINGTON,MO,63090
8402900145,GMU,SAINT LOUIS BLUES MUSEUM, , ,-90.28908,38.57569,5527 LISETTE AVE,ST LOUIS,MO,63109
8402900150,GMU,MISSOURI NAVAL MUSEUM, , ,-92.35993,38.90335,4502 ROYAL LYTHAM DR,COLUMBIA,MO,65203
8402900153,GMU,ADVERTISING ICON MUSEUM,8169605254,HTTP://ADVERTISINGICONMUSEUM.ORG/,-94.59737,39.04428,4600 MADISON AVE STE 150,KANSAS CITY,MO,64112
8402900196,GMU,MID-AMERICA ARTS ALLIANCE,8164211388,HTTP://WWW.MAAA.ORG/SITERESOURCES/DATA/TEMPLATES/T8.ASP?DOCID=514&DOCNAME=HOME,-94.58494,39.08905,2018 BALTIMORE AVE,KANSAS CITY,MO,64108
8402900197,GMU,MOUND CITY MUSEUM ASSOCIATION, , ,-95.23273,40.13223,104 E 7TH,MOUND CITY,MO,64470
8402900205,GMU,CLAY COUNTY MUSEUM,8167921849,HTTP://WWW.CLAYCOUNTYMUSEUM.ORG,-94.42043,39.24621,14 N MAIN ST,LIBERTY,MO,64068
8402900217,GMU,DR PEPPER MUSEUM, , ,-90.59447,38.74363,4119 S OLD HIGHWAY 94,ST PETERS,MO,63304
8402900229,GMU,BUNKER UNION CHURCH HISTORIC MUSEUM,5736891358,HTTP://WWW.BUNKERMUSEUM.ORG,-91.20459,37.48044,205 MAIN ST,BUNKER,MO,63629
8402900238,GMU,USS ARIES HYDROFOIL MEMORIAL, ,HTTP://WWW.USSARIES.ORG,-92.6501,39.64909,1375 PRIVATE ROAD 1188,CALLAO,MO,63534
8402900244,GMU,THESOLDIERS MEMORIAL MILITARY MUSEUM,3146224550,HTTP://WWW.STLSOLDIERSMEMORIAL.ORG/,-90.20025,38.6287,1315 CHESTNUT ST,SAINT LOUIS,MO,63103
8402900249,GMU,WORLD CHESS MUSEUM,3143679243,HTTP://WWW.WORLDCHESSHOF.ORG,-90.2603,38.64438,4652 MARYLAND AVE,SAINT LOUIS,MO,63108
8402900267,GMU,AMERICAN BARBECUE HALL OF FAME AND MUSEUM,8165874775, ,-94.64575,39.1811,4725 NORTH GREEN HILLS ROAD,KANSAS CITY,MO,64171
8402900276,GMU,MISSOURIS HEARING AID MUSEUM, , ,-93.28848,37.24695,1312,SPRINGFIELD,MO,65803
8402900280,GMU,ROY ROGERS DALE EVANS MUSEUM, , ,-93.25379,36.64377,3950 GREEN MOUNTAIN DR,BRANSON,MO,65616
8402900293,GMU,AMERICAN PRESDENTIAL MUSEUM, ,HTTP://PRESIDENTIALMUSEUMS.COM/,-93.27909,36.64313,2849 GRETNA RD,BRANSON,MO,65616
8402900296,GMU,GREATER ST LOUIS AMATUER HOCKEY HALL OF FAME, , ,-90.42979,38.50305,672 WINTER HILL CIR,FENTON,MO,63026
8402900315,GMU,GEN STERLING PRICE MUSEUM,6602883204, ,-92.93898,39.43463,412 W BRIDGE ST,KEYTESVILLE,MO,65261
8402900322,GMU,GOLDEN EAGLE RIVER MUSEUM, , ,-90.4313,38.56267,1884 CHARMWOOD CT,KIRKWOOD,MO,63122
8402900329,GMU,MARTHA LAFITE THOPSN NATURE,8167818598,HTTP://WWW.NATURESANCTUARY.COM,-94.3982,39.24924,407 N LA FRENZ RD,LIBERTY,MO,64068
8402900339,GMU,CHRISTIAN COUNTY MUSEUM,4175814860,HTTP://WWW.CCMOHISTORICALSOCIETY.COM,-93.25637,37.01939,202 E CHURCH ST,OZARK,MO,65721
8402900343,GMU,SAINT LOUIS SOCCER HALL OF FAME, ,HTTP://WWW.STLSOCCERHALLOFFAME.COM/,-90.32294,38.43204,7045 STINGER PL,SAINT LOUIS,MO,63129
8402900344,GMU,LAUMEIER SCULPTURE PARK,3146155278,HTTP://WWW.LAUMEIERSCULPTUREPARK.ORG/,-90.41767,38.55059,12580 ROTT RD,SAINT LOUIS,MO,63127
8402900365,GMU,TOY AND MINIATURE MUSEUM,8163339328, ,-94.58275,39.03168,5235 OAK ST,KANSAS CITY,MO,64112
8402900375,GMU,EUGENE FIELD HOUSE,3144214689,HTTP://WWW.EUGENEFIELDHOUSE.ORG,-90.19185,38.62047,634 S BROADWAY,SAINT LOUIS,MO,63102
8402900376,GMU,CAPE RIVER HERITAGE MUSEUM,5733340405,HTTP://WWW.CAPERIVERHERITAGEMUSEUM.COM,-89.52466,37.30406,538 INDEPENDENCE ST,CPE GIRARDEA,MO,63703
8402900398,GMU,SAINTE GENEVIEVE MUSEUM, , ,-90.13645,37.93155,MERCHANT AND DUBOURGH PL,STE GENEVIEV,MO,63670
8402900402,GMU,STEEL GUITAR HALL OF FAME,3144277794,HTTP://WWW.SCOTTYSMUSIC.COM,-90.36582,38.70807,9535 MIDLAND BLVD,ST LOUIS,MO,63114
8402900405,GMU,WALTER HERBERT BONNELL, , ,-94.89547,39.44044,STE BOX 238,WESTON,MO,64098
8402900407,GMU,DOWNING DEPOT MUSEUM,6604652275,HTTP://WWW.DOWNINGHOUSEMUSEUM.ORG/,-92.17011,40.46061,SOUTH MAIN STREET,MEMPHIS,MO,63536
8402900419,GMU,CENTER OF CREATIVE ARTS,3147256555,HTTP://WWW.COCASTL.ORG,-90.31133,38.65463,524 TRINITY AVE,SAINT LOUIS,MO,63130
8402900431,GMU,CALDWELL FRANKLIN COUNTY MUSEUM, , ,-91.34113,38.64445,11469 HIGHWAY 100,BERGER,MO,63014
8402900438,GMU,CURRENT RIVER HERITAGE MUSEUM,5739965298,HTTP://DONIPHANMISSOURI.ORG/,-90.82625,36.61745,101 WASHINGTON ST,DONIPHAN,MO,63935
8402900439,GMU,VICTORIAN CARTHAGE,4173580636, ,-94.31963,37.18203,131 NORTHWOOD ST,CARTHAGE,MO,64836
8402900443,GMU,AMERICAN KENNEL CLUB MUSEUM OF THE DOG,3148213647,HTTP://WWW.MUSEUMOFTHEDOG.ORG,-90.44317,38.6143,17215 MASON ROAD,ST LOUIS,MO,63131
8402900451,GMU,GENE TAYLOR LIBRARY AND MUSEUM, , ,-94.1233,37.06422,1210 JOPLIN ST,SARCOXIE,MO,64862
8402900452,GMU,MINIATURE MUSEUM OF GREATER ST LOUIS,3148327790,HTTP://MINIATUREMUSEUM.ORG/,-90.26563,38.58239,4746 GRAVOIS AVE,SAINT LOUIS,MO,63116
8402900464,GMU,SPRINGFIELD AREA SPORTS HALL OF FAME, ,HTTP://SPRINGFIELDMOSPORTSHOF.COM/,-93.2918,37.20726,221 EAST WALNUT,SPRINGFIELD,MO,65802
8402900466,GMU,MOARK REGIONAL RAILROAD MUSEUM,5737854539,HTTP://WWW.VISITMO.COM/404-ERROR-PAGE.ASPX?ASPXERRORPATH=/MO-ARK-REGIONAL-RAILROAD-MUSEUM.ASPX,-90.39533,36.75443,303 MORAN ST,POPLAR BLUFF,MO,63901
8402900472,GMU,AIR & MILITARY MUSEUM OF THE OZARKS,4178647997,HTTP://WWW.AMMOMUSEUM.COM,-93.24968,37.23977,2305 E KEARNEY,SPRINGFIELD,MO,65803
8402900481,GMU,BOOT HEEL YOUTH MUSEUM,5732763600,HTTP://WWW.BOOTHEELYOUTHMUSEUM.ORG/,-89.97059,36.56583,700A N DOUGLASS ST,MALDEN,MO,63863
8402900482,GMU,NEGRO LEAGUES BASEBALL MUSEUM,8162211920, ,-94.56314,39.09131,1616 E 18TH ST SECOND FL,KANSAS CITY,MO,64108
8402900491,GMU,KATY TRAIL SEDALIA,6608264774, ,-93.23378,38.70874,609 W 3RD ST,SEDALIA,MO,65301
8402900503,GMU,JOHN Q HAMMONS MISSOURI SPORTS HALL OF FAME, , ,-93.21872,37.12143,3861 E STAN MUSIAL DR,SPRINGFIELD,MO,65809
8402900511,GMU,ST JOSEPH FIRE MUSEUM,8166710410, ,-94.84682,39.75625,1202 S 11TH ST,SAINT JOSEPH,MO,64503
8402900515,GMU,GATEWAY EAGLES OF MISSOURI, ,HTTP://WWW.GATEWAYEAGLES.ORG,-90.33101,38.83335,3015 FIREWEED CT,FLORISSANT,MO,63031
8402900519,GMU,INTERNATIONAL JAZZ HALL OF FAME,8165233501, ,-94.57847,39.1031,922 OAK ST,KANSAS CITY,MO,64106
8402900521,GMU,LIBRARY & MUSEUM,8165283020, ,-94.3321,39.5547,119 PINE ST,LATHROP,MO,64465
8402900523,GMU,FRENCHTOWN MUSEUM CORPORATION,6367242106,HTTP://WWW.FRENCHTOWNMUSEUM.COM/PAGES/DEFAULT.ASPX,-90.47809,38.79031,1121 NORTH SECOND ST,ST CHARLES,MO,63376
8402900524,GMU,GATEWAY MILITARY MUSEUM, , ,-90.66591,38.75918,213 BLACK OAK DR,ST PETERS,MO,63376
8402900536,GMU,ART PERRY ALLIANCE,5735478520, ,-89.86245,37.72817,95 GRAND AVE,PERRYVILLE,MO,63775
8402900539,GMU,SUGAR CREEK,8162543742, ,-94.44532,39.10215,606 N STERLING AVE,SUGAR CREEK,MO,64054
8402900542,GMU,BRUCE R. WATKINS CULTURAL HERITAGE CENTER AND STATE MUSEUM,8167844444, ,-94.54198,39.03662,3700 BLUE PKWY,KANSAS CITY,MO,64130
8402900553,GMU,IRISH MUSEUM AND CULTURAL CENTER,8164743848,HTTP://WWW.IRISHCENTERKC.ORG,-94.58868,39.08345,30 W PERSHING ROAD; STE 700,KANSAS CITY,MO,64108
8402900560,GMU,HALE LIBRARY & MUSEUM, , ,-93.32877,39.54378,14409 HIGHWAY 139,HALE,MO,64643
8402900565,GMU,CITY MUSEUM,3142312489, ,-90.20002,38.63354,701 N 15TH ST,SAINT LOUIS,MO,63103
8402900568,GMU,MAIN STREET USA CHARITALBE FOUNDATION,6603763343,HTTP://WWW.WALTDISNEYMUSEUM.ORG/,-92.94795,39.7165,120 E SANTA FE AVE,MARCELINE,MO,64658
8402900569,GMU,AMERICAN NATIONAL FISH AND WILDLIFE MUSEUM,4178909453,HTTP://WWW.WONDERSOFWILDLIFE.ORG,-93.30017,37.18225,730 W SUNSHINE ST,SPRINGFIELD,MO,65807
8402900575,GMU,LEWIS LIBRARY OF GLASGOW,6603382395,HTTP://WWW.GLASGOWMO.COM,-92.83894,39.21534,110 RIVERVIEW DRIE,GLASGOW,MO,65254
8402900591,GMU,JOHN WORNALL HOUSE MUSEUM,8164441858, ,-94.59097,39.01663,146 W 61ST TER,KANSAS CITY,MO,64113
8402900596,GMU,LOST WORLD STUDIOS,6362820970,HTTP://WWW.LOSTWORLDSTUDIOS.COM,-90.38865,38.42187,2075 ROSEDALE CT,ARNOLD,MO,63010
8402900606,GMU,KAUFFMAN CENTER FOR PERFORMING ARTS,8169947200,HTTP://WWW.KAUFFMANCENTER.ORG,-94.58856,39.09475,1601 BROADWAY BLVD,KANSAS CITY,MO,64106
8402900618,GMU,PUPPETRY ARTS INSTITUTE,8168339777,HTTP://WWW.HAZELLE.ORG,-94.44799,39.08755,11025 E WINNER RD,INDEPENDENCE,MO,64052
8402900619,GMU,MARSHALL NICHOLAS BEAZLEY AVIATION MUSEUM,6608862630,HTTP://WWW.NICHOLASBEAZLEY.ORG/SITERESOURCES/DATA/TEMPLATES/AVIATION1.ASP?DOCID=574&DOCNAME=HOME,-93.20085,39.09816,1985 SOUTH ODELL STREET,MARSHALL,MO,65340
8402900627,GMU,MUSEUM OF UNEXPLAINED, , ,-93.40057,36.67183,103 PINHOOK LN,REEDS SPRING,MO,65737
8402900628,GMU,OZARK AIRLINES MUSEUM,3145761747, ,-90.47429,38.66995,638 BELLERIVE ESTATES DR,SAINT LOUIS,MO,63141
8402900629,GMU,OZARKS AFRICAN AMERICAN HERITAGE MUSEUM,4178801378,HTTP://OAAHM.OMEKA.NET/,-93.5953,37.28646,PO BOX 265,ASH GROVE,MO,65604
8402900631,GMU,CHILHOWEE ANTIQUE FARM MACHINERY COLLECTORS ORGANIZATION,8166940267, ,-93.98914,38.705,1401 S PINE ST,HOLDEN,MO,64040
8402900642,GMU,MUSEUM ON FIRE,5732311044, ,-91.34591,39.63876,12816 OLD 79,NEW LONDON,MO,63459
8402900647,GMU,SOLDIERS MEMORIAL MILITARY MUSEUM,3146224550,HTTP://WWW.STLSOLDIERSMEMORIAL.ORG,-90.20025,38.6287,1315 CHESTNUT ST,ST LOUIS,MO,63103
8402900652,GMU,ST JOSEPH MUSEUM,8162328471, ,-94.81482,39.77682,3406 FREDERICK AVE,SAINT JOSEPH,MO,64506
8402900684,GMU,WILLIAM ROCKHILL NELSON TRUST,8167511278,HTTP://WWW.NELSON-ATKINS.ORG,-94.58202,39.04512,4525 OAK ST,KANSAS CITY,MO,64111
8402900693,GMU,KANSAS CITY AUTOMOTIVE MUSEUM,9133224227, ,-94.75812,38.91839,15095 W 116TH ST,OLATHE,KS,64148
8402900696,GMU,MUSEUM OF IMAJEWNATION,3144775772,HTTP://IMAJEWNATION.ORG/,-90.46179,38.65042,225 BELLINGTON LN,SAINT LOUIS,MO,63141
8402900700,GMU,JEFFERSON BARRACKS ORDNANCE DEPOT,3148456858,HTTP://WWW.JBHF.ORG/LINKS.HTML,-90.29271,38.48708,55 OAKWOOD LN,SAINT LOUIS,MO,63129
8402900712,GMU,JEFFERSON BARRACKS POW-MIA MUSEUM, ,HTTP://JBPOW-MIA.ORG,-90.44903,38.72368,11833 SOLOGNE CT,MARYLAND HTS,MO,63043
8402900716,GMU,TWA MUSEUM,8162341011,HTTP://TWAMUSEUMAT10RICHARDSROAD.ORG/,-94.59091,39.1176,10 NW RICHARDS RD,KANSAS CITY,MO,64116
8402900721,GMU,CENTRAL AUTO RACING BOOSTERS HALL OF FAME AND MUSEUM, , ,-93.20263,39.10135,1811 LINN AVE,MARSHALL,MO,65340
8402900723,GMU,GREATER ST. LOUIS AMATEUR BASEBALL HALL OF FAME, , ,-90.5376,38.60778,1 PARKROSE CT,BALLWIN,MO,63011
8402900726,GMU,ALEXANDERS MAJ HIST FOUN,8163335556,HTTP://WWW.ALEXANDERMAJORS.COM/,-94.60833,38.98031,8201 STATE LINE RD,KANSAS CITY,MO,64114
8402900727,GMU,TURKEY CREEK DIVISION OF THE MID-CONTINENT REGION OF THE NMR, , ,-94.64717,38.94061,10334 ASH ST,OVERLAND PAR,KS,66207
8402900732,GMU,MISSOURI VETERINARY MEDICAL FOUNDATION,5736368612, ,-92.21458,38.58567,2500 COUNTRY CLUB DR,JEFFERSON CT,MO,65109
8402900733,GMU,BITTERSWEET, , ,-92.67406,37.69831,126 MAPLE DR,LEBANON,MO,65536
8402900735,GMU,NATIONAL BOWLING HALL OF FAME AND MUSEUM, , ,-90.19279,38.62513,111 STADIUM PLZ,SAINT LOUIS,MO,63102
8402900738,GMU,BLACK ARCHIVES OF MID-AMERICA,2033846378,HTTP://BLACKARCHIVES.ORG/,-94.53967,39.08962,PO BOX 270333,KANSAS CITY,MO,64127
8402900742,GMU,DUNKLIN COUNTY MUSEUM,5738886620, ,-90.05555,36.23771,122 COLLEGE AVE,KENNETT,MO,63857
8402900748,GMU,AUTO WORLD MUSEUM FOUNDATION,5736422080,HTTPS://WWW.AUTOWORLDMUSEUM.COM/,-91.97103,38.84975,PO BOX 128,FULTON,MO,65251
8402900749,GMU,SAINT LOUIS 2004 EXPOSITION, , ,-90.29324,38.54395,4190 HOFFMEISTER AVE,ST LOUIS,MO,63125
8402900754,GMU,SAINT LOUIS FAMILY MUSEUM, , ,-90.36408,38.69785,2336 GAEBLER AVE,ST LOUIS,MO,63114
8402900758,GMU,AMERICAN JAZZ MUSEUM,8164748463, ,-94.56314,39.09131,1616 E 18TH ST,KANSAS CITY,MO,64108
8402900768,GMU,FRED M KEMP FOUNDATION,6365371718,HTTP://WWW.KEMPAUTOMUSEUM.ORG,-90.59781,38.6685,16955 CHESTERFIELD AIRPO,CHESTERFIELD,MO,63005
8402900772,GMU,SAINT LOUIS MODEL RAILROAD MUSEUM, ,HTTP://WWW.SLMRM.ORG,-90.4127,38.5839,PO BOX 221122,ST LOUIS,MO,63122
8403000001,GMU,WESTERN HERITAGE CENTER,4062566809,HTTP://WWW.YWHC.ORG,-108.50494,45.78108,2822 MONTANA AVE,BILLINGS,MT,59101
8403000003,GMU,VALLEY COUNTY PIONEER MUSEUM,4062288692,HTTP://WWW.VALLEYCOUNTYMUSEUM.COM,-106.63903,48.19795,816 US HIGHWAY 2 W,GLASGOW,MT,59230
8403000004,GMU,YELLOWSTONE GATEWAY MUSEUM OF PARK COUNTY,4062224184,HTTP://WWW.LIVINGSTONMUSEUMS.ORG,-110.56411,45.66402,118 WEST CHINOOK STREET,LIVINGSTON,MT,59047
8403000007,GMU,THOMPSON-HICKMAN MUSEUM,4068435238, ,-111.94173,45.2943,220 E WALLACE ST,VIRGINIA CITY,MT,59755
8403000009,GMU,POWELL COUNTY MUSEUM,4068461694,HTTP://PCMAF.ORG,-112.73566,46.39066,1119 MAIN ST,DEER LODGE,MT,59722
8403000011,GMU,PETER YEGEN JR. YELLOWSTONE COUNTY MUSEUM,4062566811, ,-108.53895,45.80331,1950 TERMINAL CIR,BILLINGS,MT,59103
8403000012,GMU,PEOPLE'S CENTER,4068835344, ,-114.12787,47.61761,53253 US HIGHWAY 93,PABLO,MT,59855
8403000013,GMU,PICCADILLY MUSEUM OF TRANSPORTATION,4067233034,HTTP://WWW.PICCADILLYMUSEUM.COM,-112.53742,46.01349,20 W BROADWAY ST,BUTTE,MT,59701
8403000014,GMU,PIONEER MUSEUM,4065228122, ,-111.0187,45.6805,314 WEST MAIN ST,BOZEMAN,MT,59715
8403000015,GMU,RANGE RIDER'S MUSEUM,4062326146,HTTP://WWW.RANGERIDERSMUSEUM.COM/,-105.83726,46.40842,435 INTERSTATE 94 BUSINESS,MILES CITY,MT,59301
8403000016,GMU,PEAKS TO PLAINS MUSEUM,4064463667, ,-109.24731,45.18962,224 N BROADWAY,RED LODGE,MT,59068
