MID,DISCIPLINE,COMMONNAME,PHONE,WEBURL,LONGITUDE,LATITUDE,GSTREET,GCITY,GSTATE,GZIP5
8402900180,HSC,MISSISSIPPI COUNTY HISTORICAL SOCIETY,5736833837,HTTP://WWW.MISSCOHISTORICALSOCIETY.ORG,-89.34697,36.92353,PO BOX 312,CHARLESTON,MO,63834
8402900182,HSC,BARTON COUNTY HISTORICAL SOCIETY,4176824141,HTTP://BARTONCOUNTYHISTORICAL.ORG/,-94.27761,37.49449,1004 GULF ST,LAMAR,MO,64759
8402900185,HSC,AMERICAN TRUCK HISTORICAL SOCIETY,8168919900,HTTP://WWW.ATHS.ORG,-94.67166,39.28097,10380 N AMBASSADOR DR STE 101,KANSAS CITY,MO,64190
8402900187,HSC,HOLT COUNTY HISTORICAL SOCIETY,6604425949, ,-95.2323,40.13163,612 STATE ST,MOUND CITY,MO,64470
8402900188,HSC,SCHUYLER COUNTY HISTORICAL SOCIETY, , ,-92.52782,40.52139,PO BOX 215,LANCASTER,MO,63548
8402900191,HSC,SHELBY COUNTY HISTORICAL SOCIETY,5735880245,HTTP://SHELBY.MOGENWEB.ORG,-92.04037,39.69309,107 S CENTER ST,SHELBINA,MO,63468
8402900193,HSC,HISTORICAL ASSOCIATION OF GREATER CAPE GIRARDEAU,5736512000,HTTP://WWW.SEMO.EDU/,-89.53093,37.31484,1 UNIVERSITY PLAZA,CAPE GIRARDEAU,MO,63702
8402900198,HSC,WESTPHALIA HISTORICAL SOCIETY,5734559920,HTTP://WWW.WHS65085.ORG/,-91.99515,38.43949,119 EAST MAIN STREET,WESTPHALIA,MO,65085
8402900199,HSC,AFFTON HISTORICAL SOCIETY,3143525654,HTTP://WWW.AFFTONOAKLANDHOUSE.COM/,-90.31015,38.56788,7801 GENESTA STREET,SAINT LOUIS,MO,63123
8402900200,HSC,WARREN COUNTY HISTORICAL SOCIETY,6364563820,HTTP://HISTORY-WARRENCOUNTYMO.COM/,-91.14897,38.81025,102 W WALTON ST,WARRENTON,MO,63383
8402900201,HSC,GRUNDY COUNTY HISTORICAL SOCIETY,6603592411,HTTP://WWW.GRUNDYCOUNTYMUSEUM.ORG,-93.61268,40.0812,PO BOX 292,TRENTON,MO,64683
8402900203,HSC,CASS COUNTY HISTORICAL SOCIETY,8163804396,HTTP://CASSCOUNTYHISTORICALSOCIETY.COM/,-94.35104,38.65327,400 EAST MECHANIC STREET SUITE 203,HARRISONVILLE,MO,64701
8402900204,HSC,CENTRALIA HISTORICAL SOCIETY, , ,-92.13515,39.21011,319 E SNEED ST,CENTRALIA,MO,65240
8402900208,HSC,PLEASANT HILL HISTORICAL SOCIETY,8165404010, ,-94.27552,38.78525,125 WYOMING STREET,PLEASANT HILL,MO,64080
8402900209,HSC,GENTRY COUNTY HISTORICAL SOCIETY,6607265615, ,-94.32884,40.24789,ALBANY PUBLIC LIBRARY 101 WEST CLAY,ALBANY,MO,64402
8402900211,HSC,IRON COUNTY HISTORICAL SOCIETY,5735463513, ,-90.61955,37.60816,631 MISSOURI 21,IRONTON,MO,63650
8402900212,HSC,LINCOLN COUNTY HISTORICAL AND ARCH, , ,-90.97858,38.98028,PO BOX 246,TROY,MO,63379
8402900213,HSC,GRAHAM HISTORICAL SOCIETY, , ,-95.01014,40.18521,PO BOX 72,GRAHAM,MO,64455
8402900214,HSC,NORMANDY AREA HISTORICAL ASSOCIATION, , ,-90.31038,38.7049,3035 BELLERIVE DR,BEL NOR,MO,63121
8402900215,HSC,MISSOURI MANSION PRESERVATION,5737514141,HTTP://MISSOURIMANSION.ORG/,-92.17288,38.57719,PO BOX 1133,JEFFERSON CTY,MO,65102
8402900216,HSC,WHEATON HISTORICAL SOCIETY AND WHEATON DEPOT MUSEUM,4176527488, ,-94.05656,36.76536,PO BOX 385,WHEATON,MO,64874
8402900219,HSC,BETHEL SCHOOL HISTORICAL ASSOCIATION, , ,-94.81245,39.73719,3302 SUNNYSIDE DR,SAINT JOSEPH,MO,64503
8402900221,HSC,BOLDUC HISTORIC PROPERTIES SOCIETY,5738833105,HTTP://BOLDUCHOUSE.ORG/,-90.04301,37.97862,125 S MAIN ST,STE GENEVIEV,MO,63670
8402900224,HSC,IRON SHARPENS IRON, , ,-94.19527,39.46921,31410 W 208TH,LAWSON,MO,64062
8402900227,HSC,MARAIS DES CYGNES SOCIETY, , ,-94.33328,38.25842,115 W OHIO ST,BUTLER,MO,64730
8402900232,HSC,LINN COUNTY HISTORICAL SOCIETY-MUSEUM,6602587160, ,-93.06548,39.78831,PO BOX 394,BROOKFIELD,MO,64628
8402900234,HSC,LIFES BIG PICTURE, , ,-90.29216,38.70195,23 N OAKS PLZ STE 238,SAINT LOUIS,MO,63121
8402900235,HSC,HISTORIC RIVERBOAT PRESERVATION ASSOCIATION, , ,-90.39388,38.57862,615 E MONROE AVE,SAINT LOUIS,MO,63122
8402900237,HSC,LAKE SAINT LOUIS HISTORICAL SOCIETY, , ,-90.79365,38.7961,100 COGNAC COURT,LAKE SAINT LOUIS,MO,63367
8402900240,HSC,EUREKA HISTORICAL SOCIETY, , ,-90.63285,38.49779,4849 HWY 109,EUREKA,MO,63025
8402900245,HSC,THOMPSON HOUSE, , ,-93.64683,40.13144,351 NW 28TH AVE,TRENTON,MO,64683
8402900246,HSC,DAVID KRAEHENBUEHL SOCIETY, ,HTTP://WWW.DAVIDKRAEHENBUEHLSOCIETY.ORG/,-93.26405,37.22049,1111 N GLENSTONE AVENUE,SPRINGFIELD,MO,65802
8402900248,HSC,SAINT ROBERT HISTORICAL PRESERVATION COMMMITEE, , ,-92.13145,37.79061,PO BOX 2835,FORT LEONARD WOOD,MO,65473
8402900252,HSC,GABRIELLAS GARDEN,8167763643, ,-93.94885,39.2713,610 SUNSHINE DR,RICHMOND,MO,64085
8402900253,HSC,HEROES WAY,5738375088,HTTP://WWW.HEROESWAY.ORG/,-89.66681,37.31221,PO BOX 22,GORDONVILLE,MO,63752
8402900255,HSC,MIDWEST COIN SHOOTERS & HISTORICAL CLUB, ,HTTP://MIDWESTCOINSHOOTERS.COM/,-90.27897,38.79063,12683 SHEPHERD DRIVE,FLORISSANT,MO,63033
8402900258,HSC,SWEDISH AMERICA HERITAGE ONLINE, , ,-91.60923,37.66279,845 COUNTY ROAD 2470,SALEM,MO,65560
8402900261,HSC,MISSOURI VETERANS HISTORY PROJECT, , ,-92.36066,38.93589,1400 FORUM BLVD STE 1C #,COLUMBIA,MO,65203
8402900263,HSC,LEES SUMMIT HISTORICAL SOCIETY,8163639718,HTTP://LEESSUMMITHISTORY.NET/,-94.37817,38.91316,222 SE MAIN ST,LEES SUMMIT,MO,64063
8402900264,HSC,MALDEN ARMY AIRFIELD PRESERVATION SOCIETY,5732762279,HTTP://WWW.MAAPS.NET/,-89.97807,36.56623,PO BOX 411,MALDEN,MO,63863
8402900268,HSC,PULASKI COUNTY MUSEUM AND HISTORICAL SOCIETY,5738553644, ,-92.2323,37.81778,PO BOX 144,WAYNESVILLE,MO,65583
8402900269,HSC,BALLWIN HISTORICAL COMMISSION,6362278580,HTTP://WWW.BALLWIN.MO.US/,-90.53911,38.59308,14811 MANCHESTER RD,BALLWIN,MO,63011
8402900273,HSC,FACES OF FREEDOM FIGHTERS, , ,-90.65406,38.35428,6623 BANDSTAND LN,CEDAR HILL,MO,63016
8402900277,HSC,LEWIS PLACE HISTORICAL PRESERVATION,3145351354,HTTP://WWW.LEWISPLACESTL.ORG/,-90.24844,38.64592,PO BOX 4527,SAINT LOUIS,MO,63108
8402900278,HSC,DIVISION CAVALRY BRIGADE, , ,-90.22331,38.75355,10159 BELLEFONTAINE RD,SAINT LOUIS,MO,63137
8402900281,HSC,MOTHER ROAD, , ,-90.24671,38.61415,3947 RUSSELL BLVD,SAINT LOUIS,MO,63110
8402900282,HSC,MANSFIELD AREA HISTORICAL SOCIETY AND MUSEUM,4179244041,HTTP://MANSFIELDHISTORICAL.ORG,-92.61197,37.14352,111 W PARK BLVD,MANSFIELD,MO,65704
8402900283,HSC,SUTTER MEYER SOCIETY,3147210193, ,-90.31114,38.66448,6826 CHAMBERLAIN CT,UNIVERSITY C,MO,63130
8402900285,HSC,INNSBROOK HISTORICAL SOCIETY, ,HTTP://WWW.INNSBROOKHISTORICALSOCIETY.ORG/,-91.08121,38.75376,2292 ALPINE LAKE DR,INNSBROOK,MO,63390
8402900286,HSC,MIDWEST VICTORIAN STUDIES ASSOCIATION, , ,-92.37497,38.92699,2405 KYLE DRIVE,COLUMBIA,MO,65203
8402900288,HSC,FERGUSON HISTORICAL SOCIETY,3145210977, ,-90.30359,38.74496,110 CHURCH ST,FERGUSON,MO,63135
8402900289,HSC,WABASH RAILROAD HISTORICAL SOCIETY, , ,-90.1896,38.62618,100 N BROADWAY STE 2100,SAINT LOUIS,MO,63102
8402900290,HSC,ST CLAIR COUNTY HISTORICAL SOCIETY,4178763925,HTTP://WWW.STCLAIRCOUNTYHISTORICALSOCIETY.ORG/,-93.68848,38.03789,660 MAIN ST,OSCEOLA,MO,64776
8402900291,HSC,NATHAN BOONE HOMESTEAD STATE HISTORIC, , ,-93.58266,37.34642,7850 N STATE HIGHWAY V,ASH GROVE,MO,65604
8402900294,HSC,SLO ROLLERS OF NORTHWEST MISSOURI, , ,-95.52004,40.4538,18501 190TH ST,ROCK PORT,MO,64482
8402900297,HSC,DOGTOWN HISTORICAL SOCIETY, , ,-90.2925,38.62685,6314 W PARK AVE,SAINT LOUIS,MO,63139
8402900298,HSC,ATCHISON COUNTY MEMORIAL BUILDING FOUNDATION,6607445599,HTTP://WWW.MEMORIALBUILDING.ORG/,-95.51477,40.41089,417 S MAIN ST,ROCK PORT,MO,64482
8402900302,HSC,ARCHDIOCESE OF SAINT LOUIS, ,HTTP://ARCHSTL.ORG/,-90.33744,38.57949,20 ARCH BISHOP MAY DR RM G522,ST LOUIS,MO,63119
8402900303,HSC,CAMPBELL HOUSE FOUNDATION,3144210325,HTTP://WWW.CAMPBELLHOUSEMUSEUM.ORG,-90.20174,38.63152,1508 LOCUST ST,SAINT LOUIS,MO,63103
8402900308,HSC,CONCORDIA HISTORICAL INSTITUTE,3145057900,HTTP://WWW.LUTHERANHISTORY.ORG,-90.31414,38.63904,804 SEMINARY PL,SAINT LOUIS,MO,63105
8402900310,HSC,AUDRAIN COUNTY HISTORICAL SOCIETY,5735813910,HTTP://AUDRAIN.ORG,-91.88867,39.1694,501 S MULDROW ST,MEXICO,MO,65265
8402900311,HSC,LAFAYETTE COUNTY HISTORICAL SOCIETY, , ,-93.71697,39.07477,2023 MAIN ST,HIGGINSVILLE,MO,64037
8402900313,HSC,VERNON COUNTY HISTORICAL SOCIETY,4176679602,HTTP://WWW.BUSHWHACKER.ORG,-94.35806,37.83933,212 W WALNUT ST,NEVADA,MO,64772
8402900314,HSC,QUEEN CITY HISTORICAL ASSOCIATION, , ,-92.56757,40.41291,RR 1 BOX 100,QUEEN CITY,MO,63561
8402900316,HSC,OLD TRAILS HISTORICAL SOCIETY,3143941883,HTTP://OLDTRAILSHISTORICALSOCIETY.COM,-90.51965,38.60924,687 HENRY AVENUE,BALLWIN,MO,63021
8402900317,HSC,EXCELSIOR SPRINGS HISTORICAL MUSEUM,8166300101, ,-94.22312,39.34224,101 E BROADWAY ST,EXCELSIOR SP,MO,64024
8402900319,HSC,DADE COUNTY HISTORICAL SOCIETY, ,HTTP://WWW.HULSTONMILL.COM/,-93.84353,37.41491,429 W WATER ST,GREENFIELD,MO,65661
8402900323,HSC,CLINTON COUNTY HISTORICAL SOCIETY, ,HTTP://WWW.CLINTONCOMOHISTORY.ORG/,-94.45557,39.56271,715 W RILEY ST,PLATTSBURG,MO,64477
8402900327,HSC,HICKORY COUNTY HISTORICAL SOCIETY, , ,-93.32198,37.94331,PO BOX 248,HERMITAGE,MO,65668
8402900328,HSC,PEMISCOT COUNTY HISTORICAL SOCIETY,5733332480, ,-89.66472,36.18467,707 W 13TH STREET,CARUTHERSVILLE,MO,63830
8402900330,HSC,CEDAR COUNTY HISTORICAL SOCIETY, , ,-93.79647,37.69947,106 W DAVIS,STOCKTON,MO,65785
8402900331,HSC,NEWTON COUNTY HISTORICAL SOCIETY, ,HTTP://WWW.NEWTONCOUNTYHISTORICALSOCIETY.ORG/,-94.39639,36.86871,PO BOX 675,NEOSHO,MO,64850
8402900332,HSC,HISTORIC ARROW ROCK COUNCIL, , ,-92.94854,39.06939,711 MAIN STREET BOX 121,ARROW ROCK,MO,65320
8402900334,HSC,KINGDOM OF CALLAWAY HISTORICAL SOCIETY,5736420570,HTTP://WWW.KCHSOC.ORG/,-91.94803,38.84758,513 COURT STREET,FULTON,MO,65251
8402900335,HSC,BLUE SPRINGS HISTORICAL SOCIETY,8167974870,HTTP://WWW.BLUESPRINGSHISTORY.ORG/,-94.28158,39.01847,101 SW 15 ST,BLUE SPRINGS,MO,64013
8402900336,HSC,HISTORICAL SOCIETY OF NEW SANTA FE,8169425033,HTTP://WWW.NEWSANTAFE.ORG/NSF.PHP,-94.60016,38.9088,712 W 121ST ST,KANSAS CITY,MO,64145
8402900338,HSC,SCOTLAND COUNTY HISTORICAL SOCIETY,6604652259,HTTP://WWW.SCOTLANDCOUNTY.ORG,-92.17056,40.45531,311 S MAIN ST,MEMPHIS,MO,63555
8402900340,HSC,COLE CAMP AREA HISTORICAL SOCIETY, , ,-93.10734,38.46858,PO BOX 151,COLE CAMP,MO,65325
8402900341,HSC,PLATTE COUNTY HISTORICAL SOCIETY,8164315121, ,-94.78206,39.36928,220 FERREL ST,PLATTE CITY,MO,64079
8402900342,HSC,SIXTEENTH CENTURY JOURNAL PUB,6607854665,HTTP://WWW.ESCJ.ORG/,-92.5827,40.19015,100 E NORMAL STREET,KIRKSVILLE,MO,63501
8402900345,HSC,ADAIR COUNTY HISTORICAL SOCIETY,6606656502,HTTP://WWW.ADAIRCHS.ORG,-92.58417,40.1931,211 S ELSON ST,KIRKSVILLE,MO,63501
8402900347,HSC,MORGAN COUNTY HISTORICAL SOCIETY,5733785530,HTTP://WWW.MORGANHISTORICALSOCIETY.COM,-92.84171,38.432,120 N MONROE ST,VERSAILLES,MO,65084
8402900348,HSC,KIMMSWICK HISTORICAL SOCIETY,6364648687,HTTP://VISITKIMMSWICK.COM/MUSEUM,-90.36539,38.3679,IMPERIAL,KIMMSWICK,MO,63053
8402900349,HSC,DALLAS COUNTY HISTORICAL SOCIETY,4173458694, ,-93.09102,37.63413,PO BOX 594,BUFFALO,MO,65622
8402900351,HSC,BELTON HISTORICAL SOCIETY,8163318044, ,-94.53121,38.81112,512 MAIN ST,BELTON,MO,64012
8402900352,HSC,MALDEN HISTORICAL MUSEUM,5732765008,HTTP://WWW.MALDENMUSEUM.COM,-89.97807,36.56623,201 NORTH BECKWITH P O BOX 142,MALDEN,MO,63863
8402900353,HSC,BELLEVUE VALLEY HISTORICAL SOCIETY,5737665711, ,-90.8376,37.75342,10454 ROBINSON ROAD,CALEDONIA,MO,63631
8402900354,HSC,PUTNAM COUNTY HISTORICAL SOCIETY, , ,-93.00687,40.46874,904 S 20TH ST,UNIONVILLE,MO,63565
8402900355,HSC,OLD MINES AREA HISTORICAL SOCIETY, ,HTTP://OMAHS.WEEBLY.COM/,-90.75172,38.02741,10134 A CREST RD,CADET,MO,63630
8402900356,HSC,MARION COUNTY HISTORICAL SOCIETY,5732481819, ,-91.38842,39.72826,5021 COLLEGE AVE,HANNIBAL,MO,63401
8402900358,HSC,BINGHAM-WAGGONER HISTORICAL SOCIETY,8164613491,HTTP://WWW.BWESTATE.NET/,-94.41831,39.08645,313 W PACIFIC AVE,INDEPENDENCE,MO,64051
8402900359,HSC,BEVO AREA HISTORICAL SOCIETY,3148322036, ,-90.2634,38.58097,4728 ADKINS AVE,SAINT LOUIS,MO,63116
8402900360,HSC,ROSCOE COMMUNITY HISTORICAL SOCIETY, , ,-93.81238,37.97681,PO BOX 122,ROSCOE,MO,64781
8402900361,HSC,RANDOLPH COUNTY HISTORICAL SOCIETY,6602639396,HTTP://WWW.RANDOLPHHISTORY.COM/,-92.43806,39.41978,223 N CLARK STREET,MOBERLY,MO,65270
8402900363,HSC,LACLEDE COUNTY HISTORICAL SOCIETY,4179912814, ,-92.68456,37.73126,PO BOX 1341,LEBANON,MO,65536
8402900364,HSC,CARTHAGE HISTORIC PRESERVATION, ,HTTP://WWW.HISTORICJOPLIN.ORG/?TAG=CARTHAGE-HISTORIC-PRESERVATION-INC,-94.30596,37.1687,PO BOX 375,CARTHAGE,MO,64836
8402900366,HSC,PERRY COUNTY LUTHERAN HISTORICAL SOCIETY OF ALTENBURG,5738246070,HTTP://WWW.ALTENBURGMUSEUM.ORG/,-89.60573,37.59574,75 CHURCH ST,ALTENBURG,MO,63732
8402900367,HSC,ST LOUIS COUNTY HISTORICAL SOCIETY, , ,-90.33845,38.64888,7900 CARONDELET AVENUE,CLAYTON,MO,63105
8402900368,HSC,CLAY COUNTY ARCHIVES AND HISTORICAL LIBRARY,8167813611, ,-94.41839,39.24694,210 E FRANKLIN ST,LIBERTY,MO,64068
8402900369,HSC,MILLER COUNTY HISTORICAL SOCIETY, ,HTTP://WWW.MILLERCOUNTYMUSEUM.ORG,-92.46572,38.24522,2005 HIGHWAY 52,TUSCUMBIA,MO,65082
8402900371,HSC,WENTZVILLE MISSOURI COMMUNITY HISTORICAL SOCIETY, ,HTTP://WWW.WENTZVILLEMO.ORG/HISTORY-OF-WENTZVILLE.ASPX,-90.85925,38.82271,968 MEYER ROAD,WENTZVILLE,MO,63385
8402900372,HSC,TRI-COUNTY HISTORICAL AND MUSEUM SOCIETY OF KING CITY MISSO,6605354391, ,-94.51696,40.05549,600 N GRAND AVE,KING CITY,MO,64463
8402900373,HSC,MONTGOMERY COUNTY HISTORICAL SOCIETY, , ,-91.50575,38.97697,112 W 2ND ST,MONTGOMERY C,MO,63361
8402900377,HSC,FAIR GROVE HISTORICAL AND PRESERVATION SOCIETY,4177592807, ,-93.15102,37.38691,HWY 125 & MAIN STREET,FAIR GROVE,MO,65648
8402900378,HSC,HISTORICAL SOCIETY OF POLK COUNTY MISSOURI,4173266850, ,-93.41362,37.61589,201 W LOCUST ST,BOLIVAR,MO,65613
8402900379,HSC,MINE AU BRETON HISTORICAL SOCIETY,5734383093, ,-90.78328,37.90845,10205 WEBER LANE,POTOSI,MO,63660
8402900380,HSC,DAVIESS COUNTY HISTORICAL SOCIETY,6606634098,HTTP://DAVIESSCOUNTYHISTORICALSOCIETY.COM/,-93.9644,39.91535,310 W JACKSON ST,GALLATIN,MO,64640
8402900381,HSC,AURORA MISSOURI HISTORICAL SOCIETY,4176784150,HTTPS://AURORAMOHISTORICALSOCIETY.WORDPRESS.COM/,-93.73671,36.94316,17745 LAWRENCE 2220,VERONA,MO,65769
8402900382,HSC,BENTON COUNTY HISTORICAL SOCIETY,6604382304,HTTP://BENTONCOMOMUSEUM.COM/,-93.35837,38.25089,PO BOX 1082,WARSAW,MO,65355
8402900383,HSC,GRANDVIEW HISTORICAL SOCIETY,8167616271, ,-94.52383,38.88107,PO BOX 512,GRANDVIEW,MO,64030
8402900384,HSC,FAUST PARK FOUNDATION,3146158328, ,-90.54326,38.66248,15189 OLIVE BLVD,CHESTERFIELD,MO,63017
8402900385,HSC,RAYTOWN HISTORICAL SOCIETY,8163535033,HTTP://WWW.RAYTOWNHISTORICALSOCIETY.ORG,-94.4673,39.00852,9705 E 63RD ST,RAYTOWN,MO,64133
8402900386,HSC,OLD NORTH SAINT LOUIS RESTORATION GROUP,3142415031, ,-90.19723,38.65063,2700 N 14TH ST,SAINT LOUIS,MO,63106
8402900387,HSC,WASHINGTON HISTORICAL SOCIETY,6362390280,HTTP://WWW.WASHMOHISTORICAL.ORG/,-91.02454,38.53973,PO BOX 146,WASHINGTON,MO,63090
8402900388,HSC,CAMPBELL AREA GENEALOGICAL AND HISTORICAL SOCIETY, , ,-90.08777,36.51356,PO BOX 401,CAMPBELL,MO,63933
8402900390,HSC,HARRISON COUNTY HISTORICAL SOCIETY, , ,-94.02502,40.26038,1106 RANCHWOOD RD,BETHANY,MO,64424
8402900391,HSC,PIKE COUNTY HISTORICAL SOCIETY, , ,-90.90129,39.36322,104 CARROLL DR,CLARKSVILLE,MO,63336
8402900392,HSC,MISSOURI RIVER VALLEY STEAM ENGINE ASSOCIATION, ,HTTP://WWW.MRVSEA.COM/,-92.56531,38.62348,201 SOUTHEAST TERRACE DR,CALIFORNIA,MO,65018
8402900393,HSC,CAMDEN COUNTY HISTORICAL SOCIETY,5733467191,HTTP://WWW.CAMDENCOUNTYMUSEUM.COM/PAGES/DEFAULT.ASPX,-92.7121,38.03314,204 SOUTH LOCUST STREET,LINN CREEK,MO,65052
8402900394,HSC,HISTORIC CITY OF JEFFERSON,5732303776, ,-92.17548,38.57691,PO BOX 105056,JEFFERSON CT,MO,65110
8402900395,HSC,WEBSTER COUNTY HISTORICAL SOCIETY,4174687407,HTTPS://WEBSTERCOUNTYHISTORY.WORDPRESS.COM/,-92.90762,37.33737,219 S CLAY STREET,MARSHFIELD,MO,65706
8402900397,HSC,HUNTSVILLE MISSOURI HISTORICAL SOCIETY, , ,-92.54722,39.4423,PO BOX 100,HUNTSVILLE,MO,65259
8402900400,HSC,KANSAS CITY MASONIC TEMPLE HISTORIC PRESERVATION SOCIETY, , ,-94.57088,39.10313,903 HARRISON ST,KANSAS CITY,MO,64106
8402900403,HSC,SUPREME COURT OF MISSOURI HISTORICAL SOCIETY, , ,-92.17288,38.57719,PO BOX 448,JEFFERSON CT,MO,65102
8402900404,HSC,CALDWELL COUNTY HISTORICAL SOCIETY, ,HTTP://WWW.CALDWELLHERITAGEMUSEUM.ORG/HISTORICAL_SOCIETY.HTML, , ,POST  OFFICE BOX 2160               ,LENOIR,NC,64650
8402900406,HSC,TROGDON HISTORICAL SOCIETY,4178666908, ,-93.24142,37.2005,712 S PEACH TREE AVE,SPRINGFIELD,MO,65802
8402900410,HSC,OAK GROVE HISTORICAL SOCIETY, ,HTTP://WWW.OAKGROVEHISTORY.COM/,-94.13905,38.99972,PO BOX 942,OAK GROVE,MO,64075
8402900411,HSC,WAYNE COUNTY HISTORICAL SOCIETY, , ,-90.70021,37.15671,PO BOX 222,PIEDMONT,MO,63957
8402900412,HSC,GRANBY HISTORICAL SOCIETY, , ,-94.25001,36.91371,PO BOX 45,GRANBY,MO,64844
8402900413,HSC,DOUGLAS COUNTY HISTORICAL AND GENEALOGICAL SOCIETY,4176835799, ,-92.65913,36.95214,200 W WASHINGTON ST,AVA,MO,65608
8402900414,HSC,OSAGE COUNTY HISTORICAL SOCIETY,5738972932,HTTP://OSAGECOUNTY.ORG,-91.82166,38.47136,PO BOX 402,LINN,MO,65051
8402900415,HSC,VICTORIAN SOCIETY OF THE VAILE MANSION DEWITT MUSEUM,8163257111, ,-94.4165,39.10707,1500 NORTH LIBERTY,INDEPENDENCE,MO,64051
8402900416,HSC,SAINT JOSEPH PRESERVATION,8162798326, ,-94.84233,39.76673,105 N 15TH ST,SAINT JOSEPH,MO,64501
8402900418,HSC,OZARKS STEAM ENGINE ASSOCIATION, , ,-93.32731,37.03359,510 S PEPPERHILL DR,NIXA,MO,65714
8402900422,HSC,REYNOLDS COUNTY GENEALOGY & HISTORICAL SOCIETY,5736633233,HTTP://WWW.RCGHS.ORG,-90.96874,37.2357,PO BOX 281,ELLINGTON,MO,63638
8402900423,HSC,ANDREW COUNTY MUSEUM & HISTORICAL SOCIETY,8163244720,HTTP://WWW.ANDREWCOUNTYMUSEUM.ORG,-94.81514,39.94466,202 E DUNCAN DR,SAVANNAH,MO,64485
8402900425,HSC,MISSOURI MINES MUSEUM SOCIETY,5734316226,HTTP://MOSTATEPARKS.COM/PARK/MISSOURI-MINES-STATE-HISTORIC-SITE,-90.52456,37.85017,4000 STATE HWY 32,PARK HILLS,MO,63601
8402900426,HSC,MACON COUNTY HISTORICAL SOCIETY,6603956754,HTTP://WWW.MACONCOUNTYHISTORICALSOCIETY.COM,-92.47201,39.74215,PO BOX 304,MACON,MO,63552
8402900428,HSC,RAILROAD HISTORICAL MUSEUM, , ,-93.28932,37.18421,1651 S ROANOKE AVE,SPRINGFIELD,MO,65807
8402900429,HSC,GLASGOW AREA HISTORICAL AND PRESERVATION SOCIETY, , ,-92.8468,39.22626,100 MARKET ST,GLASGOW,MO,65254
8402900432,HSC,HISTORICAL SOCIETY OF MARIES COUNTY, , ,-91.9497,38.17998,PO BOX 203,VIENNA,MO,65582
8402900434,HSC,WINSTON HISTORICAL SOCIETY, , ,-94.14693,39.88061,PO BOX 177,WINSTON,MO,64689
8402900435,HSC,SAINT LOUIS BROWNS HISTORICAL SOCIETY, , ,-90.30511,38.46859,PO BOX 510047,SAINT LOUIS,MO,63151
8402900436,HSC,PRESSER HALL RESTORATION SOCIETY,5735815592,HTTP://WWW.PRESSERPAC.COM,-91.88301,39.16503,900 S JEFFERSON ST,MEXICO,MO,65265
8402900441,HSC,SHRINE MOSQUE PRESERVATION ASSOCIATION,4178699164,HTTP://WWW.ABASHRINE.COM,-93.28476,37.20949,601 ST LOUIS STREET,SPRINGFIELD,MO,65806
8402900445,HSC,WRIGHT COUNTY HISTORICAL SOCIETY,4177416265, ,-92.51094,37.25103,101 E ROLA STREET,HARTVILLE,MO,65667
8402900446,HSC,ST CLAIR HISTORICAL MUSEUM,6366293199, ,-90.98364,38.34672,280 HIBBARD STREET,ST CLAIR,MO,63077
8402900448,HSC,OLD BONNE TERRE, , ,-90.54406,37.93226,PO BOX 105,BONNE TERRE,MO,63628
8402900449,HSC,LOUISIANA HISTORIC PRESERVATION ASSOCIATION, , ,-91.0526,39.44735,812 GEORGIA ST,LOUISIANA,MO,63353
8402900453,HSC,BOONSLICK HISTORICAL SOCIETY, ,HTTP://WWW.BOONSLICKHISTORICALSOCIETY.ORG/,-92.73837,38.9475,PO BOX 324,BOONVILLE,MO,65233
8402900455,HSC,NORTHWEST HISTORICAL PRESERVATION SOCIETY OF JEFFERSON COUNTY, , ,-90.5623,38.40935,PO BOX 575,HOUSE SPRING,MO,63051
8402900457,HSC,PERRY COUNTY HISTORICAL SOCIETY,5735476493,HTTP://WWW.PERRYCOUNTYHISTORICALSOCIETY.ORG/,-89.87951,37.71262,PO BOX 97,PERRYVILLE,MO,63775
8402900459,HSC,TURNEY HISTORICAL SOCIETY, , ,-94.32212,39.63649,103 SHERMAN ST,TURNEY,MO,64493
8402900461,HSC,BOONE-DUDEN HISTORICAL SOCIETY, ,HTTP://BOONE-DUDEN.COM,-90.87904,38.70983,PO BOX 82,NEW MELLE,MO,63365
8402900462,HSC,STONE COUNTY HISTORICAL SOCIETY, , ,-93.46682,36.78145,PO BOX 63,GALENA,MO,65656
8402900463,HSC,JONESBURG HISTORICAL SOCIETY, ,HTTP://WWW.JONESBOROUGHTN.ORG/,-91.25556,38.86346,31198 HONEY LOCUST RD,JONESBURG,MO,63351
8402900465,HSC,TOWER GROVE PARK,3147712679,HTTP://WWW.TOWERGROVEPARK.ORG,-90.25609,38.60851,4256 MAGNOLIA AVE,SAINT LOUIS,MO,63110
8402900467,HSC,ATCHINSON COUNTY HISTORICAL SOCIETY,6607364680,HTTP://WWW.ATCHISONHISTORY.ORG/,-95.3797,40.44061,402 MAIN STREET,TARKIO,MO,64491
8402900468,HSC,HISTORIC PRESERVATION SM,5734861040, ,-91.4983,38.78123,45 VAN BOOVAN LN,HERMANN,MO,65041
8402900469,HSC,KOSHKONONG AREA HISTORICAL SOCIETY, , ,-91.70174,36.56654,ROUTE 1 BOX 144A,KOSHKONONG,MO,65692
8402900470,HSC,BARRY COUNTY GENEALOGICAL & HISTORICAL SOCIETY, , ,-93.86191,36.68258,PO BOX 291,CASSVILLE,MO,65625
